experiment,expected_new_runs,complete_new_runs,prediction_integrity_pass,frozen_split_sha256_verified,group_leakage_detected,filepath_leakage_detected,combined_main_runs_expected,combined_main_runs_present,overall_status,fresh_runtime_model_deserialization,fresh_runtime_prediction_archives,retraining_during_recovery
canonical_preprocessing_sensitivity,20,20,20,True,False,False,40,40,PASS,20/20 PASS,20/20 PASS,False
